668	236
523	1217
316	1478
595	1591
302	986
564	1100
828	75
81	1690
165	1585
867	329
561	1024
759	675
748	639
616	186
803	1742
694	1513
383	1568
448	757
720	937
839	384
315	956
110	1326
770	1698
528	80
135	1390
391	1683
10	214
103	115
453	1194
870	241
869	555
444	510
533	1516
785	1048
521	438
523	1218
627	335
782	999
598	1446
744	289
844	273
84	992
113	146
776	1063
498	1413
805	439
778	411
5	1621
796	1665
18	368
80	121
157	209
631	1356
691	11
247	1503
149	504
667	1594
805	440
849	1385
290	287
182	856
449	1124
167	248
373	461
486	812
725	779
434	596
589	795
862	589
563	483
721	48
200	1576
276	1252
788	1538
845	106
397	1267
547	700
567	1059
7	571
572	22
881	1587
738	896
378	1070
820	708
345	595
696	689
824	1372
73	199
535	262
500	883
320	160
309	809
430	1009
534	149
592	619
278	911
305	1618
746	922
639	1428
429	880
410	1307
333	633
405	1245
665	1142
625	167
516	176
491	1582
342	447
280	1240
316	1479
213	1718
553	1381
536	836
426	723
348	5
850	457
883	988
358	1131
469	218
633	901
834	1264
524	1422
788	1537
755	1625
369	381
141	1272
161	242
571	34
635	394
132	860
671	238
232	1092
704	1097
440	553
301	270
372	453
293	825
36	484
322	193
779	662
375	938
654	1207
558	1485
820	706
705	1050
636	412
706	1415
291	517
713	278
886	994
144	1065
798	3
260	821
474	1350
611	1067
142	1398
661	85
237	42
793	1441
558	1488
300	1275
287	1560
842	1669
140	128
461	573
576	1030
178	568
606	468
706	1419
612	859
93	1699
681	759
313	35
297	649
423	310
862	588
127	732
303	669
445	1298
828	71
78	132
359	943
679	814
542	1015
50	686
682	189
518	735
760	1200
681	760
790	1550
94	1335
263	1515
248	550
741	644
726	290
580	516
443	982
224	1243
820	705
411	960
229	1281
339	1558
742	1566
409	635
324	499
542	1016
579	1465
714	1664
367	647
267	1424
336	584
48	1605
708	436
294	1702
380	1340
790	1551
779	660
464	560
837	1738
197	163
619	94
871	1632
752	1645
197	162
92	50
752	1646
883	989
814	1255
260	823
63	376
600	313
199	1722
802	1491
161	243
732	442
447	976
859	1616
719	842
586	1689
624	1660
131	1114
828	76
674	1400
687	536
778	408
341	711
72	459
6	597
558	1486
426	721
95	1365
68	787
847	1079
124	829
420	775
848	325
774	234
123	1496
504	622
223	114
706	1417
185	908
314	1426
808	8
772	231
611	1066
666	876
459	539
168	421
809	1680
638	873
852	513
788	1536
864	1270
573	600
464	559
885	612
507	916
282	16
727	283
823	1167
492	655
254	1287
791	1649
358	1130
513	769
386	1231
431	1453
654	1208
110	1327
835	1728
131	1113
869	556
655	665
409	636
84	991
602	261
736	530
637	1072
317	628
548	300
179	582
859	1615
838	1599
559	1501
473	25
724	1507
559	1500
335	372
633	902
205	551
834	1266
383	1569
841	1679
495	28
694	1512
408	1094
571	33
520	402
443	983
296	1448
578	88
319	399
82	952
495	27
855	1338
631	1355
235	180
862	586
847	1078
385	903
696	690
46	904
90	112
767	1021
647	1135
820	709
783	933
771	624
426	724
701	1382
453	1192
175	1376
419	472
879	63
694	1510
743	378
504	623
461	572
463	928
750	448
86	130
203	563
191	126
126	574
217	171
629	373
652	679
705	1053
590	1484
288	1525
841	1678
712	213
484	210
405	1247
661	84
303	668
652	677
416	299
833	1033
576	1028
475	476
758	1046
813	577
856	10
748	637
656	356
556	890
740	404
275	598
793	1439
749	145
634	1110
212	1715
158	387
250	52
760	1199
613	503
770	1697
378	1071
554	1351
67	463
238	1301
880	78
523	1221
586	1688
164	353
648	18
501	151
245	1466
437	320
677	1639
111	1636
249	696
885	615
525	748
750	449
660	738
583	656
831	224
233	1504
578	86
63	375
75	1282
851	90
382	305
140	127
515	548
513	768
647	1134
304	1704
276	1250
815	1471
798	4
541	1556
309	808
816	1223
32	1523
668	235
329	1444
252	418
581	1606
167	249
522	968
499	1288
792	1176
402	570
765	1325
716	948
868	1144
293	824
298	538
852	515
807	1225
343	753
546	1676
203	562
508	725
209	1361
584	252
418	1643
134	1570
294	1703
361	1404
62	365
238	1300
748	640
745	1630
91	1686
448	758
465	317
155	348
671	237
267	1423
861	1450
35	552
630	383
723	852
737	1443
765	1324
509	393
673	734
320	158
265	1748
711	1257
311	1147
239	913
16	1705
601	489
739	1329
148	1637
689	650
306	826
219	1103
163	870
789	1696
718	1106
307	1641
751	603
646	1691
24	1706
831	227
871	1635
492	654
595	1592
657	1458
119	69
565	844
8	866
181	1236
745	1629
450	267
221	1178
455	109
489	1312
136	745
211	672
100	798
407	891
424	1693
350	263
875	953
327	343
670	742
675	1166
439	1713
38	815
416	298
525	749
861	1451
94	1336
763	1006
520	400
669	694
588	1628
554	1354
562	806
276	1249
839	386
271	1720
354	651
767	1023
807	1226
807	1229
349	941
840	506
234	1359
397	1268
590	1483
249	697
794	295
348	6
279	1202
638	872
550	178
723	853
837	1739
300	1274
691	13
355	1310
476	1505
650	155
569	148
351	104
211	671
887	1541
458	540
676	497
787	1159
813	576
284	281
489	1313
882	105
513	770
711	1258
539	1036
93	1700
500	884
574	868
225	1076
868	1145
565	845
705	1051
33	519
546	1675
692	525
330	153
375	939
74	653
849	1388
241	783
640	593
500	881
567	1060
31	253
579	1463
734	763
753	53
265	1746
722	1521
479	357
796	1666
467	60
387	730
541	1557
380	1341
133	1095
142	1397
286	1724
500	882
568	682
727	284
365	931
751	604
775	816
746	924
23	963
88	1414
804	717
602	260
341	710
620	1185
644	578
153	221
726	292
399	910
471	1198
285	1234
270	1607
658	1206
874	45
697	61
528	81
356	1709
296	1449
364	464
817	1620
201	491
373	460
438	1083
299	1104
64	1470
184	1373
122	1041
853	1175
306	827
606	470
657	1459
130	1119
821	1589
136	746
412	728
73	200
797	1379
486	810
644	579
805	441
235	181
243	1032
194	773
48	1604
220	77
680	1168
413	865
265	1749
682	188
624	1661
623	1005
852	514
833	1034
523	1220
480	766
277	782
693	750
611	1068
260	822
572	23
295	1321
318	1155
568	681
69	1457
773	57
764	803
384	371
747	390
116	1136
810	1295
639	1427
358	1129
44	848
389	1659
880	79
311	1146
325	792
851	91
450	268
163	871
527	133
438	1082
497	1087
642	684
258	1209
800	1573
206	1117
641	833
584	250
133	1096
174	1253
336	585
211	670
835	1730
722	1522
873	1012
710	117
446	256
626	275
395	1391
649	1263
827	1188
538	1181
718	1107
643	1346
51	1017
405	1246
860	1333
515	547
622	964
495	29
346	643
357	1559
247	1502
746	923
698	138
762	312
807	1228
226	120
156	1115
53	318
519	1074
431	1454
782	998
853	1174
124	828
321	1482
276	1251
361	1403
532	264
503	328
432	99
795	892
575	601
65	1089
522	969
257	1530
121	349
767	1022
171	1447
360	177
555	1692
660	736
353	819
401	1673
714	1663
730	0
550	179
582	899
748	638
833	1035
22	277
845	108
589	797
692	524
758	1045
331	102
745	1654
429	879
371	67
272	139
150	202
756	1603
374	1671
58	642
795	893
114	339
169	1467
803	1743
673	733
645	493
730	1
242	1102
481	565
641	831
834	1265
829	1477
606	467
421	1171
751	605
242	1101
780	113
139	432
458	541
806	1261
139	433
601	490
273	542
663	206
362	1116
644	581
661	82
692	527
521	437
215	1368
529	1710
423	309
699	1544
846	1732
488	147
465	315
390	958
478	37
401	1672
816	1224
776	1061
486	811
593	1309
259	1744
844	272
798	2
401	1674
632	1357
98	1378
781	1278
326	533
706	1418
491	1581
698	137
827	1189
140	129
388	1213
846	1733
787	1160
831	228
848	326
742	1567
565	846
592	620
425	338
214	1555
388	1214
694	1511
282	15
536	835
640	592
417	1018
784	1561
184	1374
298	537
699	1545
433	741
783	932
772	230
548	301
328	142
229	1280
607	906
645	494
763	1007
